Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,is_holiday,temperature_2m_max,temperature_2m_min,precipitation_sum,total_spend_x,avg_spend_x,purchase_count_x,total_spend_y,avg_spend_y,purchase_count_y,total_spend,avg_spend,purchase_count
206,2023-08-05,cust206,male,61,clothing,1,25,25,0,30.6,18.2,0.2,25,25.0,1,25,25.0,1,25,25.0,1
207,2023-04-19,cust207,female,42,beauty,2,25,50,0,17.4,4.2,0.0,50,50.0,1,50,50.0,1,50,50.0,1
208,2023-10-04,cust208,female,34,electronics,4,50,200,0,27.7,14.7,0.0,200,200.0,1,200,200.0,1,200,200.0,1
209,2023-12-20,cust209,female,30,electronics,4,50,200,0,7.5,-3.8,0.0,200,200.0,1,200,200.0,1,200,200.0,1
210,2023-04-13,cust210,male,37,electronics,4,50,200,0,31.0,11.8,0.0,200,200.0,1,200,200.0,1,200,200.0,1
211,2024-01-01,cust211,male,42,beauty,3,500,1500,1,7.5,-0.5,0.0,1500,1500.0,1,1500,1500.0,1,1500,1500.0,1
212,2023-06-09,cust212,male,21,clothing,3,500,1500,0,22.7,11.6,0.9,1500,1500.0,1,1500,1500.0,1,1500,1500.0,1
213,2023-07-24,cust213,male,27,beauty,3,500,1500,0,28.6,18.5,1.9,1500,1500.0,1,1500,1500.0,1,1500,1500.0,1
214,2023-12-10,cust214,male,20,beauty,2,30,60,0,16.9,4.9,35.8,60,60.0,1,60,60.0,1,60,60.0,1
215,2023-11-29,cust215,male,58,clothing,3,500,1500,0,2.5,-4.5,0.0,1500,1500.0,1,1500,1500.0,1,1500,1500.0,1
216,2023-07-11,cust216,male,62,electronics,2,50,100,0,31.6,17.0,0.0,100,100.0,1,100,100.0,1,100,100.0,1
217,2023-08-13,cust217,female,35,electronics,4,50,200,0,30.6,21.4,2.9,200,200.0,1,200,200.0,1,200,200.0,1
218,2023-09-22,cust218,male,64,beauty,3,30,90,0,22.3,12.9,0.0,90,90.0,1,90,90.0,1,90,90.0,1
219,2023-08-20,cust219,female,53,electronics,3,30,90,0,29.8,15.1,0.0,90,90.0,1,90,90.0,1,90,90.0,1
220,2023-03-03,cust220,male,64,beauty,1,500,500,0,7.4,-1.7,4.4,500,500.0,1,500,500.0,1,500,500.0,1
221,2023-05-07,cust221,male,39,beauty,2,300,600,0,23.7,9.2,0.0,600,600.0,1,600,600.0,1,600,600.0,1
222,2023-04-26,cust222,male,51,clothing,4,30,120,0,13.8,6.0,0.9,120,120.0,1,120,120.0,1,120,120.0,1
223,2023-02-02,cust223,female,64,clothing,1,25,25,0,4.0,-4.5,0.0,25,25.0,1,25,25.0,1,25,25.0,1
224,2023-06-23,cust224,female,25,clothing,1,50,50,0,22.8,16.9,15.6,50,50.0,1,50,50.0,1,50,50.0,1
225,2023-01-11,cust225,female,57,beauty,4,25,100,0,3.8,-1.3,0.0,100,100.0,1,100,100.0,1,100,100.0,1
226,2023-10-29,cust226,female,61,clothing,1,50,50,0,15.0,10.5,7.6,50,50.0,1,50,50.0,1,50,50.0,1
227,2023-10-11,cust227,male,36,electronics,2,50,100,0,20.6,8.0,0.0,100,100.0,1,100,100.0,1,100,100.0,1
228,2023-04-28,cust228,female,59,electronics,2,30,60,0,12.9,6.7,9.8,60,60.0,1,60,60.0,1,60,60.0,1
229,2023-10-29,cust229,male,58,beauty,3,30,90,0,15.0,10.5,7.6,90,90.0,1,90,90.0,1,90,90.0,1
230,2023-04-23,cust230,male,54,beauty,1,25,25,0,19.1,9.9,15.9,25,25.0,1,25,25.0,1,25,25.0,1
231,2023-01-04,cust231,female,23,clothing,3,50,150,0,17.9,9.4,2.3,150,150.0,1,150,150.0,1,150,150.0,1
232,2023-02-06,cust232,female,43,beauty,1,25,25,0,10.1,-1.1,0.0,25,25.0,1,25,25.0,1,25,25.0,1
233,2023-12-29,cust233,female,51,beauty,2,300,600,0,13.3,7.1,0.3,600,600.0,1,600,600.0,1,600,600.0,1
234,2023-11-20,cust234,female,62,electronics,2,25,50,0,7.0,-1.0,0.0,50,50.0,1,50,50.0,1,50,50.0,1
235,2023-01-31,cust235,female,23,electronics,2,500,1000,0,6.4,-0.2,2.5,1000,1000.0,1,1000,1000.0,1,1000,1000.0,1
236,2023-04-28,cust236,female,54,clothing,1,25,25,0,12.9,6.7,9.8,25,25.0,1,25,25.0,1,25,25.0,1
237,2023-02-04,cust237,female,50,beauty,2,500,1000,0,-4.0,-16.6,0.0,1000,1000.0,1,1000,1000.0,1,1000,1000.0,1
238,2023-01-17,cust238,female,39,beauty,1,500,500,0,7.3,-2.1,1.4,500,500.0,1,500,500.0,1,500,500.0,1
239,2023-06-19,cust239,male,38,electronics,3,500,1500,1,25.1,16.2,1.4,1500,1500.0,1,1500,1500.0,1,1500,1500.0,1
240,2023-02-06,cust240,female,23,beauty,1,300,300,0,10.1,-1.1,0.0,300,300.0,1,300,300.0,1,300,300.0,1
241,2023-09-21,cust241,female,23,electronics,3,25,75,0,22.7,11.4,0.0,75,75.0,1,75,75.0,1,75,75.0,1
242,2023-05-02,cust242,male,21,clothing,1,25,25,0,13.3,8.3,0.8,25,25.0,1,25,25.0,1,25,25.0,1
243,2023-05-23,cust243,female,47,electronics,3,300,900,0,19.3,10.7,0.0,900,900.0,1,900,900.0,1,900,900.0,1
244,2023-12-09,cust244,male,28,beauty,2,50,100,0,13.4,1.0,0.0,100,100.0,1,100,100.0,1,100,100.0,1
245,2023-09-06,cust245,male,47,clothing,3,30,90,0,35.8,22.8,0.0,90,90.0,1,90,90.0,1,90,90.0,1
246,2023-04-20,cust246,female,48,electronics,2,25,50,0,15.8,5.7,0.0,50,50.0,1,50,50.0,1,50,50.0,1
247,2023-10-04,cust247,male,41,electronics,2,30,60,0,27.7,14.7,0.0,60,60.0,1,60,60.0,1,60,60.0,1
248,2023-03-09,cust248,male,26,clothing,3,300,900,0,10.3,-0.6,0.0,900,900.0,1,900,900.0,1,900,900.0,1
249,2023-10-20,cust249,male,20,clothing,1,50,50,0,17.2,12.7,27.2,50,50.0,1,50,50.0,1,50,50.0,1
250,2023-10-23,cust250,male,48,electronics,1,50,50,0,16.0,6.4,0.0,50,50.0,1,50,50.0,1,50,50.0,1
251,2023-08-31,cust251,female,57,beauty,4,50,200,0,25.0,17.0,0.0,200,200.0,1,200,200.0,1,200,200.0,1
252,2023-05-05,cust252,male,54,electronics,1,300,300,0,17.0,6.8,3.3,300,300.0,1,300,300.0,1,300,300.0,1
253,2023-08-31,cust253,female,53,clothing,4,500,2000,0,25.0,17.0,0.0,2000,2000.0,1,2000,2000.0,1,2000,2000.0,1
254,2023-07-28,cust254,male,41,electronics,1,500,500,0,34.1,21.3,0.0,500,500.0,1,500,500.0,1,500,500.0,1
255,2023-04-08,cust255,male,48,clothing,1,30,30,0,10.3,1.6,0.0,30,30.0,1,30,30.0,1,30,30.0,1
256,2023-02-18,cust256,male,23,clothing,2,500,1000,0,5.6,-2.8,0.0,1000,1000.0,1,1000,1000.0,1,1000,1000.0,1
257,2023-02-19,cust257,male,19,beauty,4,500,2000,0,8.0,-0.5,0.0,2000,2000.0,1,2000,2000.0,1,2000,2000.0,1
258,2023-12-04,cust258,female,37,clothing,1,50,50,0,10.8,4.1,0.0,50,50.0,1,50,50.0,1,50,50.0,1
259,2023-08-09,cust259,female,45,clothing,4,50,200,0,29.4,19.6,0.1,200,200.0,1,200,200.0,1,200,200.0,1
260,2023-07-01,cust260,male,28,beauty,2,30,60,0,26.8,17.6,0.1,60,60.0,1,60,60.0,1,60,60.0,1
261,2023-08-05,cust261,male,21,clothing,2,25,50,0,30.6,18.2,0.2,50,50.0,1,50,50.0,1,50,50.0,1
262,2023-07-30,cust262,female,32,beauty,4,30,120,0,26.2,17.6,0.0,120,120.0,1,120,120.0,1,120,120.0,1
263,2023-08-28,cust263,male,23,beauty,2,30,60,0,24.9,18.8,1.1,60,60.0,1,60,60.0,1,60,60.0,1
264,2023-01-28,cust264,male,47,clothing,3,300,900,0,10.8,-0.9,0.0,900,900.0,1,900,900.0,1,900,900.0,1
265,2023-12-11,cust265,male,55,clothing,3,300,900,0,8.8,2.0,19.2,900,900.0,1,900,900.0,1,900,900.0,1
266,2023-12-01,cust266,female,19,electronics,2,30,60,0,7.7,-0.3,5.4,60,60.0,1,60,60.0,1,60,60.0,1
267,2023-11-27,cust267,female,32,beauty,3,30,90,0,12.7,1.9,1.5,90,90.0,1,90,90.0,1,90,90.0,1
268,2023-02-20,cust268,female,28,electronics,1,30,30,1,15.2,5.4,0.0,30,30.0,1,30,30.0,1,30,30.0,1
269,2023-02-01,cust269,male,25,clothing,4,500,2000,0,3.1,-3.6,1.6,2000,2000.0,1,2000,2000.0,1,2000,2000.0,1
270,2023-07-26,cust270,male,43,electronics,1,300,300,0,30.0,17.0,0.4,300,300.0,1,300,300.0,1,300,300.0,1
271,2023-06-23,cust271,female,62,beauty,4,30,120,0,22.8,16.9,15.6,120,120.0,1,120,120.0,1,120,120.0,1
272,2023-02-25,cust272,female,61,electronics,2,50,100,0,0.1,-5.7,0.7,100,100.0,1,100,100.0,1,100,100.0,1
273,2023-05-08,cust273,female,22,beauty,1,50,50,0,23.6,12.7,0.0,50,50.0,1,50,50.0,1,50,50.0,1
274,2023-04-09,cust274,female,23,clothing,2,500,1000,0,11.6,1.1,0.0,1000,1000.0,1,1000,1000.0,1,1000,1000.0,1
275,2023-04-08,cust275,male,43,clothing,2,500,1000,0,10.3,1.6,0.0,1000,1000.0,1,1000,1000.0,1,1000,1000.0,1
276,2023-10-02,cust276,female,21,beauty,4,25,100,0,25.3,14.7,0.0,100,100.0,1,100,100.0,1,100,100.0,1
277,2023-08-18,cust277,male,36,clothing,4,25,100,0,26.8,18.5,3.1,100,100.0,1,100,100.0,1,100,100.0,1
278,2023-03-13,cust278,female,37,clothing,4,25,100,0,5.8,3.3,18.8,100,100.0,1,100,100.0,1,100,100.0,1
279,2023-08-05,cust279,male,50,clothing,1,500,500,0,30.6,18.2,0.2,500,500.0,1,500,500.0,1,500,500.0,1
280,2023-04-04,cust280,female,37,clothing,3,500,1500,0,18.6,5.8,0.0,1500,1500.0,1,1500,1500.0,1,1500,1500.0,1
281,2023-05-23,cust281,female,29,beauty,4,500,2000,0,19.3,10.7,0.0,2000,2000.0,1,2000,2000.0,1,2000,2000.0,1
282,2023-08-25,cust282,female,64,electronics,4,50,200,0,27.9,20.9,11.1,200,200.0,1,200,200.0,1,200,200.0,1
283,2023-05-08,cust283,female,18,electronics,1,500,500,0,23.6,12.7,0.0,500,500.0,1,500,500.0,1,500,500.0,1
284,2023-02-08,cust284,male,43,clothing,4,50,200,0,10.3,0.5,0.6,200,200.0,1,200,200.0,1,200,200.0,1
285,2023-08-15,cust285,female,31,electronics,1,25,25,0,26.9,21.1,20.3,25,25.0,1,25,25.0,1,25,25.0,1
286,2023-10-09,cust286,male,55,electronics,2,25,50,1,15.5,7.2,0.1,50,50.0,1,50,50.0,1,50,50.0,1
287,2023-02-20,cust287,male,54,clothing,4,25,100,1,15.2,5.4,0.0,100,100.0,1,100,100.0,1,100,100.0,1
288,2023-01-26,cust288,male,28,clothing,4,30,120,0,11.8,2.3,12.9,120,120.0,1,120,120.0,1,120,120.0,1
289,2023-11-30,cust289,male,53,electronics,2,30,60,0,9.5,-2.7,0.0,60,60.0,1,60,60.0,1,60,60.0,1
290,2023-10-04,cust290,female,30,beauty,2,300,600,0,27.7,14.7,0.0,600,600.0,1,600,600.0,1,600,600.0,1
291,2023-01-08,cust291,male,60,clothing,2,300,600,0,4.1,-2.4,0.0,600,600.0,1,600,600.0,1,600,600.0,1
292,2023-02-17,cust292,male,20,beauty,4,300,1200,0,15.3,-1.1,8.1,1200,1200.0,1,1200,1200.0,1,1200,1200.0,1
293,2023-05-02,cust293,male,50,electronics,3,30,90,0,13.3,8.3,0.8,90,90.0,1,90,90.0,1,90,90.0,1
294,2023-03-27,cust294,female,23,clothing,3,30,90,0,14.7,2.4,2.6,90,90.0,1,90,90.0,1,90,90.0,1
295,2023-07-28,cust295,female,27,beauty,3,300,900,0,34.1,21.3,0.0,900,900.0,1,900,900.0,1,900,900.0,1
296,2023-09-06,cust296,female,22,clothing,4,300,1200,0,35.8,22.8,0.0,1200,1200.0,1,1200,1200.0,1,1200,1200.0,1
297,2023-09-04,cust297,female,40,electronics,2,500,1000,1,33.7,19.7,1.2,1000,1000.0,1,1000,1000.0,1,1000,1000.0,1
298,2023-04-20,cust298,male,27,beauty,4,300,1200,0,15.8,5.7,0.0,1200,1200.0,1,1200,1200.0,1,1200,1200.0,1
299,2023-07-25,cust299,male,61,electronics,2,500,1000,0,28.6,19.1,9.0,1000,1000.0,1,1000,1000.0,1,1000,1000.0,1
300,2023-01-31,cust300,female,19,electronics,4,50,200,0,6.4,-0.2,2.5,200,200.0,1,200,200.0,1,200,200.0,1
301,2023-03-26,cust301,male,30,clothing,4,30,120,0,14.9,3.1,0.0,120,120.0,1,120,120.0,1,120,120.0,1
302,2023-07-14,cust302,male,57,beauty,2,300,600,0,28.1,21.2,36.7,600,600.0,1,600,600.0,1,600,600.0,1
303,2023-01-02,cust303,male,19,electronics,3,30,90,1,12.7,4.4,0.6,90,90.0,1,90,90.0,1,90,90.0,1
304,2023-07-19,cust304,female,37,electronics,2,30,60,0,27.4,18.7,3.8,60,60.0,1,60,60.0,1,60,60.0,1
305,2023-05-16,cust305,female,18,beauty,1,30,30,0,27.6,12.7,0.0,30,30.0,1,30,30.0,1,30,30.0,1
306,2023-08-21,cust306,male,54,electronics,1,50,50,0,31.0,18.3,0.1,50,50.0,1,50,50.0,1,50,50.0,1
307,2023-05-27,cust307,female,26,electronics,2,25,50,0,24.2,9.8,0.0,50,50.0,1,50,50.0,1,50,50.0,1
308,2023-08-05,cust308,female,34,beauty,4,300,1200,0,30.6,18.2,0.2,1200,1200.0,1,1200,1200.0,1,1200,1200.0,1
309,2023-12-23,cust309,female,26,beauty,1,25,25,0,5.9,-3.5,0.5,25,25.0,1,25,25.0,1,25,25.0,1
310,2023-10-12,cust310,female,28,beauty,1,25,25,0,20.9,7.1,0.0,25,25.0,1,25,25.0,1,25,25.0,1
311,2023-12-05,cust311,female,32,beauty,4,25,100,0,6.5,1.4,0.0,100,100.0,1,100,100.0,1,100,100.0,1
312,2023-09-07,cust312,male,41,clothing,4,30,120,0,35.1,21.4,3.8,120,120.0,1,120,120.0,1,120,120.0,1
313,2023-03-21,cust313,female,55,beauty,3,500,1500,0,15.7,-1.1,0.0,1500,1500.0,1,1500,1500.0,1,1500,1500.0,1
314,2023-04-08,cust314,male,52,clothing,4,30,120,0,10.3,1.6,0.0,120,120.0,1,120,120.0,1,120,120.0,1
315,2023-06-01,cust315,male,47,clothing,2,30,60,0,27.3,12.2,0.0,60,60.0,1,60,60.0,1,60,60.0,1
316,2023-04-22,cust316,female,48,clothing,2,25,50,0,19.6,9.8,18.2,50,50.0,1,50,50.0,1,50,50.0,1
317,2023-01-30,cust317,male,22,electronics,3,30,90,0,11.6,2.3,0.0,90,90.0,1,90,90.0,1,90,90.0,1
318,2023-10-24,cust318,male,61,clothing,1,25,25,0,17.6,4.2,0.0,25,25.0,1,25,25.0,1,25,25.0,1
319,2023-10-05,cust319,male,31,clothing,1,500,500,0,23.9,12.9,0.0,500,500.0,1,500,500.0,1,500,500.0,1
320,2023-02-01,cust320,female,28,electronics,4,300,1200,0,3.1,-3.6,1.6,1200,1200.0,1,1200,1200.0,1,1200,1200.0,1
321,2023-06-10,cust321,female,26,electronics,2,25,50,0,26.2,12.2,0.2,50,50.0,1,50,50.0,1,50,50.0,1
322,2023-01-30,cust322,male,51,electronics,1,500,500,0,11.6,2.3,0.0,500,500.0,1,500,500.0,1,500,500.0,1
323,2023-01-26,cust323,female,29,beauty,3,300,900,0,11.8,2.3,12.9,900,900.0,1,900,900.0,1,900,900.0,1
324,2023-10-27,cust324,female,52,electronics,3,50,150,0,24.5,12.3,0.0,150,150.0,1,150,150.0,1,150,150.0,1
325,2023-09-02,cust325,female,52,electronics,2,25,50,0,26.8,12.8,0.0,50,50.0,1,50,50.0,1,50,50.0,1
326,2023-09-15,cust326,female,18,clothing,3,25,75,0,21.3,13.5,0.0,75,75.0,1,75,75.0,1,75,75.0,1
327,2023-09-29,cust327,male,57,electronics,3,50,150,0,17.0,13.1,69.8,150,150.0,1,150,150.0,1,150,150.0,1
328,2023-03-22,cust328,male,39,beauty,2,50,100,0,13.2,2.2,0.0,100,100.0,1,100,100.0,1,100,100.0,1
329,2023-01-30,cust329,female,46,electronics,4,25,100,0,11.6,2.3,0.0,100,100.0,1,100,100.0,1,100,100.0,1
330,2023-09-18,cust330,female,25,beauty,4,50,200,0,21.4,16.1,13.9,200,200.0,1,200,200.0,1,200,200.0,1
331,2023-02-11,cust331,male,28,electronics,3,30,90,0,6.6,0.3,0.0,90,90.0,1,90,90.0,1,90,90.0,1
332,2023-04-06,cust332,male,58,electronics,4,300,1200,0,26.4,10.5,3.3,1200,1200.0,1,1200,1200.0,1,1200,1200.0,1
333,2023-02-05,cust333,female,54,electronics,4,300,1200,0,9.0,-4.5,0.0,1200,1200.0,1,1200,1200.0,1,1200,1200.0,1
334,2023-11-01,cust334,male,31,electronics,3,300,900,0,9.6,2.7,3.5,900,900.0,1,900,900.0,1,900,900.0,1
335,2023-02-04,cust335,female,47,beauty,4,30,120,0,-4.0,-16.6,0.0,120,120.0,1,120,120.0,1,120,120.0,1
336,2023-12-12,cust336,female,52,beauty,3,50,150,0,6.1,-2.4,0.0,150,150.0,1,150,150.0,1,150,150.0,1
337,2023-05-01,cust337,male,38,clothing,1,500,500,0,15.6,7.4,1.6,500,500.0,1,500,500.0,1,500,500.0,1
338,2023-07-26,cust338,male,54,beauty,2,50,100,0,30.0,17.0,0.4,100,100.0,1,100,100.0,1,100,100.0,1
339,2023-03-03,cust339,female,22,electronics,2,25,50,0,7.4,-1.7,4.4,50,50.0,1,50,50.0,1,50,50.0,1
340,2023-10-19,cust340,female,36,clothing,4,300,1200,0,17.9,7.1,0.0,1200,1200.0,1,1200,1200.0,1,1200,1200.0,1
341,2023-05-07,cust341,male,31,clothing,4,50,200,0,23.7,9.2,0.0,200,200.0,1,200,200.0,1,200,200.0,1
342,2023-10-24,cust342,female,43,clothing,4,500,2000,0,17.6,4.2,0.0,2000,2000.0,1,2000,2000.0,1,2000,2000.0,1
343,2023-11-01,cust343,male,21,electronics,2,25,50,0,9.6,2.7,3.5,50,50.0,1,50,50.0,1,50,50.0,1
344,2023-01-21,cust344,female,42,beauty,1,30,30,0,6.0,-2.4,0.1,30,30.0,1,30,30.0,1,30,30.0,1
345,2023-11-14,cust345,male,62,electronics,1,30,30,0,11.1,2.0,0.0,30,30.0,1,30,30.0,1,30,30.0,1
346,2023-02-11,cust346,male,59,clothing,2,500,1000,0,6.6,0.3,0.0,1000,1000.0,1,1000,1000.0,1,1000,1000.0,1
347,2023-08-03,cust347,male,42,electronics,1,25,25,0,26.2,15.5,0.9,25,25.0,1,25,25.0,1,25,25.0,1
348,2023-12-03,cust348,female,35,electronics,2,300,600,0,10.0,6.1,16.2,600,600.0,1,600,600.0,1,600,600.0,1
349,2023-10-26,cust349,female,57,beauty,1,50,50,0,25.8,9.2,0.0,50,50.0,1,50,50.0,1,50,50.0,1
350,2023-10-17,cust350,male,25,beauty,3,25,75,0,16.7,8.1,0.6,75,75.0,1,75,75.0,1,75,75.0,1
351,2023-09-25,cust351,female,56,clothing,3,30,90,0,17.2,14.2,17.4,90,90.0,1,90,90.0,1,90,90.0,1
352,2023-06-11,cust352,male,57,electronics,2,500,1000,0,27.0,16.3,0.0,1000,1000.0,1,1000,1000.0,1,1000,1000.0,1
353,2023-05-14,cust353,male,31,electronics,1,500,500,0,22.8,12.5,0.0,500,500.0,1,500,500.0,1,500,500.0,1
354,2023-04-15,cust354,female,49,beauty,4,50,200,0,20.8,13.7,5.0,200,200.0,1,200,200.0,1,200,200.0,1
355,2023-12-09,cust355,female,55,electronics,1,500,500,0,13.4,1.0,0.0,500,500.0,1,500,500.0,1,500,500.0,1
356,2023-06-10,cust356,male,50,electronics,3,500,1500,0,26.2,12.2,0.2,1500,1500.0,1,1500,1500.0,1,1500,1500.0,1
357,2023-05-03,cust357,female,40,electronics,3,25,75,0,12.4,5.6,0.7,75,75.0,1,75,75.0,1,75,75.0,1
358,2023-05-16,cust358,female,32,beauty,1,300,300,0,27.6,12.7,0.0,300,300.0,1,300,300.0,1,300,300.0,1
359,2023-07-22,cust359,male,50,clothing,1,50,50,0,28.3,18.4,0.0,50,50.0,1,50,50.0,1,50,50.0,1
360,2023-03-09,cust360,male,42,clothing,4,25,100,0,10.3,-0.6,0.0,100,100.0,1,100,100.0,1,100,100.0,1
361,2023-12-10,cust361,female,34,electronics,4,300,1200,0,16.9,4.9,35.8,1200,1200.0,1,1200,1200.0,1,1200,1200.0,1
362,2023-11-27,cust362,male,50,clothing,1,25,25,0,12.7,1.9,1.5,25,25.0,1,25,25.0,1,25,25.0,1
363,2023-06-03,cust363,male,64,beauty,1,25,25,0,20.0,13.3,3.5,25,25.0,1,25,25.0,1,25,25.0,1
364,2023-08-23,cust364,female,19,beauty,1,500,500,0,25.4,15.9,0.0,500,500.0,1,500,500.0,1,500,500.0,1
365,2023-06-11,cust365,male,31,clothing,1,300,300,0,27.0,16.3,0.0,300,300.0,1,300,300.0,1,300,300.0,1
366,2023-02-07,cust366,male,57,clothing,2,50,100,0,3.6,-4.2,2.7,100,100.0,1,100,100.0,1,100,100.0,1
367,2023-01-05,cust367,female,57,electronics,1,50,50,0,13.0,7.3,0.0,50,50.0,1,50,50.0,1,50,50.0,1
368,2023-08-23,cust368,female,56,clothing,4,300,1200,0,25.4,15.9,0.0,1200,1200.0,1,1200,1200.0,1,1200,1200.0,1
369,2023-11-15,cust369,male,23,electronics,3,500,1500,0,10.7,-1.2,0.0,1500,1500.0,1,1500,1500.0,1,1500,1500.0,1
370,2023-10-16,cust370,male,23,electronics,2,30,60,0,17.6,6.9,0.2,60,60.0,1,60,60.0,1,60,60.0,1
371,2023-02-21,cust371,female,20,beauty,1,25,25,0,8.2,1.7,7.1,25,25.0,1,25,25.0,1,25,25.0,1
372,2023-02-07,cust372,female,24,beauty,3,500,1500,0,3.6,-4.2,2.7,1500,1500.0,1,1500,1500.0,1,1500,1500.0,1
373,2023-10-03,cust373,female,25,beauty,2,300,600,0,27.3,13.0,0.0,600,600.0,1,600,600.0,1,600,600.0,1
374,2023-04-20,cust374,female,59,beauty,3,25,75,0,15.8,5.7,0.0,75,75.0,1,75,75.0,1,75,75.0,1
375,2023-09-17,cust375,male,32,clothing,1,50,50,0,24.1,11.7,0.5,50,50.0,1,50,50.0,1,50,50.0,1
376,2023-05-16,cust376,female,64,beauty,1,30,30,0,27.6,12.7,0.0,30,30.0,1,30,30.0,1,30,30.0,1
377,2023-03-09,cust377,female,46,clothing,4,50,200,0,10.3,-0.6,0.0,200,200.0,1,200,200.0,1,200,200.0,1
378,2023-06-28,cust378,male,50,beauty,1,300,300,0,28.5,18.8,2.1,300,300.0,1,300,300.0,1,300,300.0,1
379,2023-02-05,cust379,female,47,clothing,1,25,25,0,9.0,-4.5,0.0,25,25.0,1,25,25.0,1,25,25.0,1
380,2023-05-06,cust380,male,56,electronics,2,300,600,0,20.9,6.5,0.0,600,600.0,1,600,600.0,1,600,600.0,1
381,2023-07-09,cust381,female,44,clothing,4,25,100,0,26.8,21.4,18.6,100,100.0,1,100,100.0,1,100,100.0,1
382,2023-05-26,cust382,female,53,clothing,2,500,1000,0,22.1,9.9,0.0,1000,1000.0,1,1000,1000.0,1,1000,1000.0,1
383,2023-03-22,cust383,female,46,beauty,3,30,90,0,13.2,2.2,0.0,90,90.0,1,90,90.0,1,90,90.0,1
384,2023-08-13,cust384,male,55,clothing,1,500,500,0,30.6,21.4,2.9,500,500.0,1,500,500.0,1,500,500.0,1
385,2023-10-06,cust385,male,50,electronics,3,500,1500,0,22.3,17.5,3.1,1500,1500.0,1,1500,1500.0,1,1500,1500.0,1
386,2023-12-27,cust386,female,54,electronics,2,300,600,0,8.9,5.3,6.9,600,600.0,1,600,600.0,1,600,600.0,1
387,2023-06-04,cust387,male,44,beauty,1,30,30,0,21.3,10.3,0.1,30,30.0,1,30,30.0,1,30,30.0,1
388,2023-11-10,cust388,male,50,electronics,1,25,25,1,10.6,5.3,0.3,25,25.0,1,25,25.0,1,25,25.0,1
389,2023-12-01,cust389,male,21,clothing,2,25,50,0,7.7,-0.3,5.4,50,50.0,1,50,50.0,1,50,50.0,1
390,2023-09-28,cust390,male,39,electronics,2,50,100,0,18.6,10.6,0.2,100,100.0,1,100,100.0,1,100,100.0,1
391,2023-01-05,cust391,male,19,beauty,2,25,50,0,13.0,7.3,0.0,50,50.0,1,50,50.0,1,50,50.0,1
392,2023-12-08,cust392,male,27,clothing,2,300,600,0,9.0,-2.1,0.0,600,600.0,1,600,600.0,1,600,600.0,1
393,2023-10-11,cust393,female,22,beauty,2,500,1000,0,20.6,8.0,0.0,1000,1000.0,1,1000,1000.0,1,1000,1000.0,1
394,2023-06-03,cust394,female,27,clothing,1,500,500,0,20.0,13.3,3.5,500,500.0,1,500,500.0,1,500,500.0,1
395,2023-12-06,cust395,male,50,electronics,2,500,1000,0,4.9,-2.3,0.1,1000,1000.0,1,1000,1000.0,1,1000,1000.0,1
396,2023-02-23,cust396,female,55,beauty,1,30,30,0,7.6,2.6,0.6,30,30.0,1,30,30.0,1,30,30.0,1
397,2023-03-10,cust397,female,30,beauty,1,25,25,0,7.3,-1.4,9.6,25,25.0,1,25,25.0,1,25,25.0,1
398,2023-05-16,cust398,female,48,clothing,2,300,600,0,27.6,12.7,0.0,600,600.0,1,600,600.0,1,600,600.0,1
399,2023-03-01,cust399,female,64,beauty,2,30,60,0,5.7,-2.6,3.5,60,60.0,1,60,60.0,1,60,60.0,1
400,2023-02-24,cust400,male,53,clothing,4,50,200,0,7.3,-3.2,0.0,200,200.0,1,200,200.0,1,200,200.0,1
401,2023-10-11,cust401,female,62,clothing,1,300,300,0,20.6,8.0,0.0,300,300.0,1,300,300.0,1,300,300.0,1
402,2023-03-21,cust402,female,41,clothing,2,300,600,0,15.7,-1.1,0.0,600,600.0,1,600,600.0,1,600,600.0,1
403,2023-05-20,cust403,male,32,clothing,2,300,600,0,17.5,13.5,26.9,600,600.0,1,600,600.0,1,600,600.0,1
404,2023-05-25,cust404,male,46,electronics,2,500,1000,0,19.1,10.0,0.0,1000,1000.0,1,1000,1000.0,1,1000,1000.0,1
405,2023-11-06,cust405,female,25,clothing,4,300,1200,0,12.0,3.8,0.1,1200,1200.0,1,1200,1200.0,1,1200,1200.0,1
406,2023-04-18,cust406,female,22,beauty,4,25,100,0,14.3,6.6,0.1,100,100.0,1,100,100.0,1,100,100.0,1
407,2023-06-25,cust407,female,46,electronics,3,300,900,0,28.4,18.5,1.9,900,900.0,1,900,900.0,1,900,900.0,1
408,2023-04-15,cust408,female,64,beauty,1,500,500,0,20.8,13.7,5.0,500,500.0,1,500,500.0,1,500,500.0,1
409,2023-12-18,cust409,female,21,electronics,3,300,900,0,15.5,4.5,75.9,900,900.0,1,900,900.0,1,900,900.0,1
410,2023-11-21,cust410,female,29,clothing,2,50,100,0,9.0,-1.4,10.5,100,100.0,1,100,100.0,1,100,100.0,1
411,2023-05-16,cust411,male,62,electronics,4,50,200,0,27.6,12.7,0.0,200,200.0,1,200,200.0,1,200,200.0,1
412,2023-09-16,cust412,female,19,electronics,4,500,2000,0,24.3,15.1,0.0,2000,2000.0,1,2000,2000.0,1,2000,2000.0,1
413,2023-09-08,cust413,female,44,beauty,3,25,75,0,31.6,20.3,14.3,75,75.0,1,75,75.0,1,75,75.0,1
